"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"11104100","DESENHO INDUSTRIAL - D","a7dfb8fe6027ea7db4f42218101e2c48","3440","80-100","5,235","4-6","18","9","7,438","","2,058","","1"
"11104100","DESENHO INDUSTRIAL - D","8b9fec18e8d2e7dc55a391ec254b9504","3545","80-100","7,302","6-8","16","8","8,27","","4,007","","1"
"11104100","DESENHO INDUSTRIAL - D","f66a15a4b67ef2f87282cc341f4ee3d1","3425","80-100","5,295","4-6","14","7","6,662","","2,614","","1"
"11104100","DESENHO INDUSTRIAL - D","5a7ab647a93aa6c22eee3f8e2c005c82","3050","80-100","5,453","4-6","14","7","7,046","","2,438","","1"
"11104100","DESENHO INDUSTRIAL - D","31f0ee35dbbe7dc233b78287ea63875f","2300","60-80","4,981","4-6","13","6","7,213","","1,415","","1"
"11104100","DESENHO INDUSTRIAL - D","660e55b7e671aaac044380eca44274bc","3220","80-100","5,596","4-6","13","6","7,646","","3,067","","1"
"11104100","DESENHO INDUSTRIAL - D","f561fcce64da39b1dcfa1bc40028924f","2180","60-80","7,134","6-8","11","5","7,687","","3,468","","1"
"11104100","DESENHO INDUSTRIAL - D","53b6769826c1f7d7e5c5958c461f1902","1680","40-60","4,853","4-6","10","5","7,117","","2,152","","1"
"11104100","DESENHO INDUSTRIAL - D","ed2114694adf2e83c4f60058c4ffc193","1940","40-60","5,459","4-6","9","4","7,342","","2,347","","1"
"11104100","DESENHO INDUSTRIAL - D","4bc22a72db7070bd9291a614bc84635a","1775","40-60","5,458","4-6","8","4","7,558","","2,209","","1"
"11104100","DESENHO INDUSTRIAL - D","2773da7af9577ba271ae19f827fd96db","2295","60-80","6,112","6-8","8","4","7,422","","3,773","","1"
"11104100","DESENHO INDUSTRIAL - D","46e38e88f5b583b5cf09fb945936a425","1010","20-40","3,907","2-4","8","4","7,08","","0,975","","1"
"11104100","DESENHO INDUSTRIAL - D","e623597401e34dc84455bcdca569fd0e","1760","40-60","5,635","4-6","8","4","7,431","","3,08","","1"
"11104100","DESENHO INDUSTRIAL - D","ef8428a7e244eddf3dd299fd19857515","2280","60-80","6,757","6-8","7","3","7,553","","4,331","","1"
"11104100","DESENHO INDUSTRIAL - D","d5901390b5cfe12c291ef7775052bdd1","1670","40-60","4,939","4-6","7","3","7,174","","0,291","","1"
"11104100","DESENHO INDUSTRIAL - D","90d522cc855bc79e9c82c3b89607af7e","1500","40-60","5,114","4-6","7","3","7,203","","2,104","","1"
"11104100","DESENHO INDUSTRIAL - D","d6b8cabf529d380746caccdf2542e95b","1280","20-40","4,811","4-6","7","3","6,909","","1,467","","1"
"11104100","DESENHO INDUSTRIAL - D","1f61dc3496ebb96e08402a726bedc57f","1130","20-40","4,492","4-6","6","3","7,473","","1,675","","1"
"11104100","DESENHO INDUSTRIAL - D","3e7d03a74f49a7a0a74a19c2c4b2f075","1290","20-40","7,421","6-8","6","3","7,712","","5,201","","1"
"11104100","DESENHO INDUSTRIAL - D","bd73ae0d981e6859c1026da23365a4b1","350","0-20","3,132","2-4","6","3","6,76","","0,65","","1"
"11104100","DESENHO INDUSTRIAL - D","913b1c9da6d03f4784263a1ca0bc1162","520","0-20","2,714","2-4","6","3","6,287","","0,474","","1"
"11104100","DESENHO INDUSTRIAL - D","cda7d95134952d22add9464ca0519e92","730","20-40","5,372","4-6","5","2","7,627","","1,099","","1"
"11104100","DESENHO INDUSTRIAL - D","9f325b12ada7c32781f99d7eddc23f12","995","20-40","5,139","4-6","5","2","6,965","","2,47","","1"
"11104100","DESENHO INDUSTRIAL - D","23c09e547b40e218a990f7393349be8f","990","20-40","4,068","4-6","5","2","6,915","","1,648","","1"
"11104100","DESENHO INDUSTRIAL - D","9a1793583394d3da79abe55ab2c1e64a","400","0-20","4,797","4-6","5","2","7,405","","0,885","","1"
"11104100","DESENHO INDUSTRIAL - D","60018bc6524c0fe29c5c48b8a5da3eeb","1400","20-40","5,663","4-6","5","2","7,314","","3,504","","1"
"11104100","DESENHO INDUSTRIAL - D","f6bf8cdec1c7973428557389c5e585af","2135","60-80","5,856","4-6","4","2","7,8","","0,033","","1"
"11104100","DESENHO INDUSTRIAL - D","9725b9d3f5c249189defb652c0144c7b","420","0-20","2,88","2-4","4","2","6,857","","0,922","","1"
