"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"11104120","DESIGN - D","9dd0d83e2b8fa791fa5bb5c8d82b1c36","990","20-40","7,949","6-8","5","2","7,949","547,849","6,956","479,368","115"
"11104120","DESIGN - D","3c8950cb9818eaefa84000cd677bf516","870","20-40","5,833","4-6","4","2","6,798","308,777","2,773","125,954","115"
"11104120","DESIGN - D","d08e0521759e58fabe93d757cfd63805","840","20-40","4,34","4-6","4","2","6,577","263,047","2,151","86,038","115"
"11104120","DESIGN - D","e4e679e7bfece56a712303c7a0bedb9b","760","20-40","4,126","4-6","4","2","6,979","346,398","1,645","81,665","115"
"11104120","DESIGN - D","c3fa98028163487f7fc7dee0a15f1d0a","350","0-20","3,22","2-4","4","2","6,034","150,319","0,507","12,639","115"
"11104120","DESIGN - D","b8afee62535679750029bc90d2bd8a6b","760","20-40","5,437","4-6","4","2","6,999","350,494","3,403","170,409","115"
"11104120","DESIGN - D","ea1317f4263520028cb386f5bb007190","1050","20-40","5,723","4-6","4","2","6,345","214,763","3,623","122,62","115"
"11104120","DESIGN - D","938eaf26c514f65cfec0eecf5ba63ba2","1200","40-60","7,323","6-8","4","2","7,671","490,009","5,547","354,345","115"
"11104120","DESIGN - D","4462b0fec3c46ac3ffdfb606ea713a37","700","0-20","4,482","4-6","4","2","6,943","338,907","2,215","108,141","115"
"11104120","DESIGN - D","fe8c492dbdeaa9f92f7a31c2571f48e0","1440","40-60","8,207","8-10","4","2","8,207","601,302","6,202","454,393","115"
"Cód. Curso","Curso","03295e86cf4413e51f8ab1132949c3bb","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"11104120","DESIGN - D","bf386d5335414a4bd958f1b5f783012d","1080","40-60","6,26","6-8","4","2","6,834","316,366","4,003","185,309","115"
"11104120","DESIGN - D","73f1721d7822ec157b2f29f43e7e5f02","1200","40-60","6,563","6-8","4","2","6,736","295,936","5,103","224,194","115"
"11104120","DESIGN - D","1184377c1b225c19404c061070634c78","450","0-20","3,114","2-4","4","2","7,267","406,118","1,068","59,675","115"
"11104120","DESIGN - D","5e9b8f4c597fcf9ea33153eadf5f8e52","2140","80-100","6,89","6-8","4","2","7,236","399,716","2,243","123,898","115"
"11104120","DESIGN - D","2a7130a7533776505500878f3e4b0dc3","1140","40-60","7,327","6-8","4","2","7,957","549,468","4,264","294,452","115"
"11104120","DESIGN - D","d2edfbc6d1630532ffc3acfd27cc3401","1140","40-60","7,066","6-8","4","2","7,65","485,685","4,993","316,974","115"
"11104120","DESIGN - D","96b9dd54ddc984318893481d0a8ca265","1140","40-60","6,348","6-8","4","2","7,014","353,681","4,578","230,824","115"
"11104120","DESIGN - D","533dae3c3db13b10619db668fc27dbf0","295","0-20","2,975","2-4","4","2","6,569","261,409","0,409","16,275","115"
"11104120","DESIGN - D","391860ea310bbe2a55a0049d3c7e3378","1080","40-60","7,544","6-8","4","2","7,544","463,583","7,201","442,511","115"
"11104120","DESIGN - D","832ef5f3e18ec05fa51f594c432aadb9","3400","80-100","6,409","6-8","3","1","6,819","313,181","2,177","99,999","115"
"11104120","DESIGN - D","a588059b0163803b81a3f0afc9545243","890","20-40","6,597","6-8","3","1","6,819","313,219","5,025","230,822","115"
"11104120","DESIGN - D","d0624fcad3b1923eb82612a82e905665","1140","40-60","8,341","8-10","3","1","8,396","640,59","8,015","611,472","115"
"11104120","DESIGN - D","a8b7f1330ebb4bed39d352a348ff8258","900","20-40","7,62","6-8","3","1","7,814","519,818","5,828","387,648","115"
"11104120","DESIGN - D","9f169917fe751809e080e048f1b46c2a","1080","40-60","7,586","6-8","3","1","7,634","482,441","6,478","409,344","115"
"11104120","DESIGN - D","89ab3be67ff544aac5d7c542ce4167ce","1050","20-40","6,738","6-8","3","1","6,738","296,405","6,253","275,073","115"
"11104120","DESIGN - D","6758b96c7b1b4bd3a1791904cc920feb","760","20-40","4,797","4-6","3","1","7,246","401,86","1,539","85,351","115"
"11104120","DESIGN - D","d94aecb0a461aac3b1de9ccfdd193d88","870","20-40","7,331","6-8","3","1","7,54","462,9","5,424","332,978","115"
"11104120","DESIGN - D","c333e1a3662b45f5d324c813e109ba98","870","20-40","7,289","6-8","3","1","7,502","455,027","5,397","327,315","115"
"11104120","DESIGN - D","32d3c9f81b7c9ae7b7077da4e81649f8","3250","80-100","7,051","6-8","3","1","7,343","422,057","4,576","263,029","115"
"11104120","DESIGN - D","db3d3b81e49fba120f437fe7e8a5546c","990","20-40","6,723","6-8","3","1","7,016","354,115","5,418","273,431","115"
"11104120","DESIGN - D","0a468cefbb043ca711bc6caf62a91aed","750","20-40","5,282","4-6","3","1","6,516","250,306","2,821","108,358","115"
"11104120","DESIGN - D","660f31b3c8f2a64f0884c431f31cb8c7","990","20-40","7,274","6-8","3","1","7,473","448,889","6,165","370,333","115"
"11104120","DESIGN - D","687bdd4c8911485a3d9b29d75c0efd21","870","20-40","7,186","6-8","3","1","7,502","455,027","5,397","327,315","115"
"11104120","DESIGN - D","64a3ccf49627bca65479f2eebe58b04c","960","20-40","6,942","6-8","3","1","7,157","383,416","5,716","306,186","115"
"11104120","DESIGN - D","55948df9f58612e41d1bf251aa456f87","810","20-40","6,609","6-8","3","1","7,032","357,43","4,385","222,87","115"
"11104120","DESIGN - D","c78c3524d92ab182c15075482b6ae2f0","760","20-40","6,834","6-8","3","1","7,755","507,534","4,499","294,43","115"
"11104120","DESIGN - D","c5e182baad1297c480c4f90a9738cb52","2240","80-100","7,093","6-8","3","1","7,533","461,469","1,798","110,123","115"
"11104120","DESIGN - D","034413ef9a093adfdd87351c2badd214","1050","20-40","8,144","8-10","3","1","8,144","588,182","7,558","545,851","115"
"11104120","DESIGN - D","4c8257e353a69771a0097f53217af1bf","910","20-40","6,758","6-8","3","1","7,36","425,491","3,664","211,807","115"
"11104120","DESIGN - D","89b48718dba89392edc46e45984d3a57","1050","20-40","7,64","6-8","3","1","7,64","483,609","7,09","448,804","115"
"11104120","DESIGN - D","b30eee9870dbfde92d6a792fc8dfa554","1020","20-40","7,677","6-8","3","1","7,677","491,383","6,921","442,989","115"
"11104120","DESIGN - D","224e81a9befeaa3b176bb28df4c55cc3","1020","20-40","8,024","8-10","3","1","8,024","563,216","7,233","507,748","115"
"11104120","DESIGN - D","7a3a8d3942bc1451a6d42f9c6fd3d894","870","20-40","7,109","6-8","3","1","7,364","426,397","5,297","306,721","115"
"11104120","DESIGN - D","71498f7ffc08d856dc5f856b9bfb5855","870","20-40","7,525","6-8","3","1","7,72","500,119","5,553","359,751","115"
"11104120","DESIGN - D","d549f54d34fe6345d49591b80a340e62","1080","40-60","7,332","6-8","3","1","7,332","419,764","6,999","400,683","115"
"11104120","DESIGN - D","de19f61ff8b0db2dae5dbcd2be3c6b3b","870","20-40","7,757","6-8","3","1","7,995","557,378","5,751","400,939","115"
"Cód. Curso","Curso","03295e86cf4413e51f8ab1132949c3bb","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"11104120","DESIGN - D","5017ee211111f1cdc04749db8a74a92d","1050","20-40","7,735","6-8","3","1","7,735","503,377","7,179","467,149","115"
