"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"13301100","ADMINISTRAÇÃO - D","dcf093a1c8e8c13cdded16e98a8517b1","3405","80-100","5,126","4-6","16","8","7,076","306,448","2,596","112,434","199"
"13301100","ADMINISTRAÇÃO - D","66919bb3651fe9932aa2ea32d844a7a1","3045","80-100","7,405","6-8","16","8","7,837","444,812","3,24","183,931","199"
"13301100","ADMINISTRAÇÃO - D","1a662ab9f7ddd6269939bc1a6bb077bd","3105","80-100","5,366","4-6","15","7","7,529","388,777","2,405","124,21","199"
"13301100","ADMINISTRAÇÃO - D","75bc483f97be96742410bf46ac8529bd","3165","80-100","4,828","4-6","15","7","6,962","285,775","2,799","114,882","199"
"13301100","ADMINISTRAÇÃO - D","7f8ec1d8f79d337973fbc24f7577ce61","2565","80-100","7,392","6-8","14","7","7,95","465,366","2,99","175,022","199"
"13301100","ADMINISTRAÇÃO - D","8b22f37c58bfb77c4ede6b7f0b3fc16f","2055","60-80","5,169","4-6","14","7","7,337","353,994","1,817","87,682","199"
"13301100","ADMINISTRAÇÃO - D","1935784d2c1fca1f000ef10fcf3daf88","2895","80-100","7,574","6-8","13","6","8,516","568,268","5,542","369,841","199"
"13301100","ADMINISTRAÇÃO - D","10ef31ebed848554915993ee52fd9f03","2871","80-100","5,808","4-6","13","6","7,823","442,399","2,313","130,769","199"
"13301100","ADMINISTRAÇÃO - D","83d1bd6d63e899209263e672f5af2fc2","3235","80-100","5,829","4-6","12","6","7,962","467,698","2,879","169,134","199"
"13301100","ADMINISTRAÇÃO - D","24655fec537c24a28e45a569540301d1","3165","80-100","6,664","6-8","12","6","7,783","435,045","3,981","222,532","199"
"13301100","ADMINISTRAÇÃO - D","acfad30bcf4f2a03dec9c50bd69c636e","3225","80-100","6,913","6-8","12","6","8,04","481,707","4,516","270,591","199"
"13301100","ADMINISTRAÇÃO - D","f18f8eced9a6ff206fbe00e249196b1e","2385","60-80","4,787","4-6","12","6","7,082","307,538","2,29","99,454","199"
"13301100","ADMINISTRAÇÃO - D","adb73add4a6ee9492d051c2b980ea037","2865","80-100","5,984","4-6","12","6","7,614","404,254","3,611","191,752","199"
"13301100","ADMINISTRAÇÃO - D","d6edb163701c018c8d80c53a33ca4777","2865","80-100","4,989","4-6","11","5","7,617","404,92","3,203","170,286","199"
"13301100","ADMINISTRAÇÃO - D","682501ce1d839f4758337dee69a2833f","3045","80-100","6,766","6-8","11","5","8,366","540,986","4,734","306,139","199"
"13301100","ADMINISTRAÇÃO - D","dce5f39383a6669ca84c2480c63914a5","1605","40-60","7,663","6-8","11","5","8,48","561,768","3,335","220,904","199"
"13301100","ADMINISTRAÇÃO - D","41a1bd4a3676970fb2f6d2e8c9230554","2565","80-100","6,398","6-8","11","5","8,219","514,255","2,927","183,169","199"
"13301100","ADMINISTRAÇÃO - D","ab1e2c30fd6e4e78a99649c39a72d009","2745","80-100","6,666","6-8","11","5","8,14","500,018","3,809","233,988","199"
"13301100","ADMINISTRAÇÃO - D","0cfe51b9be6b3b91833d05d86240c77e","3105","80-100","6,608","6-8","11","5","7,987","472,233","4,626","273,509","199"
"13301100","ADMINISTRAÇÃO - D","ad47fe0ef4475ace8c26d6a172a613fc","3165","80-100","6,364","6-8","10","5","7,124","315,25","4,753","210,333","199"
"13301100","ADMINISTRAÇÃO - D","f24fff54add1804f14a0a1cada2c25d4","2625","80-100","6,745","6-8","10","5","7,365","359,07","4,255","207,428","199"
"13301100","ADMINISTRAÇÃO - D","14720270c18a2ef88710ce65a83b4c39","2685","80-100","7,155","6-8","9","4","7,999","474,308","4,68","277,503","199"
"13301100","ADMINISTRAÇÃO - D","69e3b1c19f4a8464ff44b0802a1c6b22","2865","80-100","7,866","6-8","9","4","8,806","621,0","5,929","418,16","199"
"13301100","ADMINISTRAÇÃO - D","4131854088fc955a62e34c7820a28b90","3285","80-100","8,146","8-10","9","4","8,146","501,089","7,516","462,3","199"
"13301100","ADMINISTRAÇÃO - D","b8d0d03ae502653444c5d7575e8d5c53","2865","80-100","7,96","6-8","9","4","8,794","618,853","6,286","442,365","199"
"13301100","ADMINISTRAÇÃO - D","414a3f9192a74017991a9f1e04ab92e8","2445","60-80","6,359","6-8","9","4","7,184","326,139","4,21","191,121","199"
"13301100","ADMINISTRAÇÃO - D","d605aa2e0a9f94d8165c7378730f171a","2085","60-80","7,646","6-8","9","4","7,646","410,151","5,757","308,794","199"
"13301100","ADMINISTRAÇÃO - D","2136ba1a43b27084acd33db8e6c6608e","2685","80-100","6,908","6-8","9","4","7,379","361,548","4,955","242,796","199"
"13301100","ADMINISTRAÇÃO - D","ad9cdf92ae71206bfd77f7778e436436","1245","20-40","7,08","6-8","9","4","8,57","578,203","0,882","59,504","199"
"13301100","ADMINISTRAÇÃO - D","66e9639131b4ef0c3cbf48d827f706ca","3165","80-100","8,753","8-10","9","4","8,753","611,463","7,636","533,411","199"
"13301100","ADMINISTRAÇÃO - D","dfc769051e714496d23307b89a2bf24e","2805","80-100","5,914","4-6","9","4","7,762","431,243","4,283","237,936","199"
"13301100","ADMINISTRAÇÃO - D","e610e25a3c1f7a858db8a7562bc63865","3165","80-100","8,275","8-10","9","4","8,275","524,504","7,355","466,226","199"
"13301100","ADMINISTRAÇÃO - D","9412c0b40b1aa342436d10f236e65adf","2745","80-100","8,035","8-10","9","4","8,108","494,193","5,989","365,031","199"
"13301100","ADMINISTRAÇÃO - D","3852da9e4927468efcea901c9e4205c7","2745","80-100","6,542","6-8","9","4","7,454","375,147","4,4","221,448","199"
