"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"Cód. Curso","Curso","88f5a805927631846130332ce85c6c16","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"15121100","ENGENHARIA AGRÍCOLA - D","72f86ee6c094dce6a866b9c52bc1f394","1110","20-40","3,828","2-4","7","3","6,865","272,909","1,452","57,709","20"
"15121100","ENGENHARIA AGRÍCOLA - D","951adc39f3100f25b1e6874ff0b6b7c4","1245","20-40","5,695","4-6","7","3","8,035","547,503","2,096","142,81","20"
"15121100","ENGENHARIA AGRÍCOLA - D","67e6f5868f8ff4be945cbdc10de7cfff","825","20-40","4,523","4-6","7","3","7,591","443,297","0,911","53,191","20"
"15121100","ENGENHARIA AGRÍCOLA - D","380456c2aa641dfe4a6398fe6ecb8ba8","810","20-40","2,955","2-4","7","3","6,852","269,855","0,798","31,427","20"
"15121100","ENGENHARIA AGRÍCOLA - D","2ba6ab993051f806d4b713fa1f4599a7","1590","40-60","5,839","4-6","7","3","6,669","226,957","3,099","105,456","20"
"15121100","ENGENHARIA AGRÍCOLA - D","e1f2695f8d28d65a148640e085d0a809","1440","20-40","5,341","4-6","7","3","7,122","333,224","2,535","118,587","20"
"15121100","ENGENHARIA AGRÍCOLA - D","02c514ecef5d0aa431ee082c7d9d106f","2115","40-60","8,368","8-10","7","3","8,368","625,685","6,88","514,412","20"
"15121100","ENGENHARIA AGRÍCOLA - D","c9f0b542789d4eeaf9c39a851676d96a","1575","40-60","4,744","4-6","7","3","6,464","178,789","2,549","70,513","20"
"15121100","ENGENHARIA AGRÍCOLA - D","74e13c7e47c730302f08afb8b4aef7c4","330","0-20","2,39","2-4","7","3","6,673","227,818","0,256","8,739","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6d36362ca67cd6b78f754d0105e55bf8","930","20-40","3,476","2-4","7","3","6,545","197,881","1,249","37,77","20"
"15121100","ENGENHARIA AGRÍCOLA - D","354a6364da697b7ca10dcea786e7bc49","1200","20-40","5,216","4-6","7","3","7,189","348,919","2,073","100,603","20"
"15121100","ENGENHARIA AGRÍCOLA - D","38370071e5f014f68c41d0bf9812f1dd","2310","60-80","7,665","6-8","7","3","7,665","460,67","6,709","403,19","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6873beb3596a2f254aabf1e42232547e","1350","20-40","5,968","4-6","7","3","7,779","487,413","2,466","154,501","20"
"15121100","ENGENHARIA AGRÍCOLA - D","8cf5e37c9cdf995a07d5d5d7e8d3252a","675","0-20","4,747","4-6","7","3","6,742","244,127","1,311","47,477","20"
"15121100","ENGENHARIA AGRÍCOLA - D","d759fb4c0835b1ef5133cb4d27620799","1530","40-60","6,358","6-8","7","3","7,069","320,728","3,573","162,141","20"
"15121100","ENGENHARIA AGRÍCOLA - D","bd2b8b79d9f8d4a25c423ca3d67d2a19","1725","40-60","7,98","6-8","5","2","7,98","534,691","7,24","485,082","20"
"15121100","ENGENHARIA AGRÍCOLA - D","0ba95fc61506e8592904b718e92070c2","1485","40-60","7,194","6-8","5","2","7,63","452,542","5,13","304,261","20"
"15121100","ENGENHARIA AGRÍCOLA - D","573ab0ec4c69d9337610ca3bbb3e6f04","1260","20-40","6,384","6-8","5","2","6,919","285,625","3,496","144,316","20"
"15121100","ENGENHARIA AGRÍCOLA - D","66c065b00c3e615cb61b2421eee5d174","930","20-40","5,666","4-6","5","2","7,466","414,014","2,037","112,97","20"
"15121100","ENGENHARIA AGRÍCOLA - D","dbefa202db0182639fca04329864f952","1200","20-40","6,5","6-8","5","2","7,465","413,749","3,98","220,574","20"
"15121100","ENGENHARIA AGRÍCOLA - D","14be801aaca175ddc2d3cd669a7534bc","495","0-20","3,443","2-4","5","2","6,655","223,551","0,592","19,873","20"
"15121100","ENGENHARIA AGRÍCOLA - D","2f6e23cdfee683eab595430767ccf115","2685","60-80","6,667","6-8","5","2","7,076","322,533","2,828","128,879","20"
"15121100","ENGENHARIA AGRÍCOLA - D","42f538e2096acee30478ce07a7f6b856","315","0-20","3,704","2-4","5","2","7,771","485,662","0,28","17,484","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6811c782bd518dc1f2583901626caac2","1575","40-60","8,195","8-10","5","2","8,195","585,122","6,767","483,128","20"
"15121100","ENGENHARIA AGRÍCOLA - D","55506be7115715c2e12c399e4fee1c45","930","20-40","4,826","4-6","5","2","6,947","292,132","1,946","81,848","20"
"15121100","ENGENHARIA AGRÍCOLA - D","f4c70c1d26a6a3636254656e205b2cc7","465","0-20","2,74","2-4","5","2","7,206","353,073","0,496","24,297","20"
"15121100","ENGENHARIA AGRÍCOLA - D","39510a41f998c6da37ef8a7051cd0c0d","330","0-20","2,462","2-4","5","2","7,382","394,228","0,304","16,225","20"
"15121100","ENGENHARIA AGRÍCOLA - D","55c95dba3619b2836dcf155158bcb942","870","20-40","5,454","4-6","5","2","7,24","360,865","2,644","131,779","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3be1ee7dc5fc2519133f5790ce2aab53","1005","20-40","5,396","4-6","5","2","6,761","248,58","2,503","92,012","20"
"15121100","ENGENHARIA AGRÍCOLA - D","2f0fd1beef670eae91482c33c1dfc6a7","690","0-20","4,616","4-6","5","2","7,702","469,409","1,209","73,712","20"
"15121100","ENGENHARIA AGRÍCOLA - D","8fdc0fff884c0b162467c1fc37495f41","360","0-20","3,896","2-4","5","2","8,029","546,148","0,665","45,211","20"
"15121100","ENGENHARIA AGRÍCOLA - D","865fb8e629ef49f571a6cc5e1fc4d1fe","930","20-40","5,466","4-6","5","2","7,252","363,671","2,253","112,989","20"
"15121100","ENGENHARIA AGRÍCOLA - D","e8d770875e6df11ae9504cc893e7b53a","390","0-20","2,361","2-4","5","2","7,746","479,73","0,372","23,02","20"
"15121100","ENGENHARIA AGRÍCOLA - D","00a4b876a74649cc87cfb92c275262bb","765","20-40","5,006","4-6","5","2","7,655","458,315","1,593","95,404","20"
"15121100","ENGENHARIA AGRÍCOLA - D","bb2103c6fce4f1259fd40002bbc70772","420","0-20","3,533","2-4","5","2","7,625","451,298","0,456","26,994","20"
"15121100","ENGENHARIA AGRÍCOLA - D","14968414285a2eed1a5a587bcc0b1626","495","0-20","2,322","2-4","5","2","7,012","307,467","0,562","24,625","20"
"Cód. Curso","Curso","88f5a805927631846130332ce85c6c16","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"15121100","ENGENHARIA AGRÍCOLA - D","8edd6759e43b8f332b942ad0e4d25e45","555","0-20","4,073","4-6","5","2","6,627","217,093","0,692","22,674","20"
"15121100","ENGENHARIA AGRÍCOLA - D","50287a33e614b4d1629f3cef3b49e9e5","435","0-20","4,545","4-6","3","1","6,621","215,606","2,583","84,102","20"
"15121100","ENGENHARIA AGRÍCOLA - D","db6c18d934977bb40605e94f57dc9976","2280","60-80","7,526","6-8","3","1","7,824","497,986","7,061","449,4","20"
"15121100","ENGENHARIA AGRÍCOLA - D","8644f0e3fbe8d70d5a4394984a205b5a","825","20-40","6,621","6-8","3","1","7,06","318,704","4,612","208,202","20"
"15121100","ENGENHARIA AGRÍCOLA - D","d5b952f31f89da858db32ea824299b5a","210","0-20","3,272","2-4","3","1","7,5","421,963","0,833","46,885","20"
"15121100","ENGENHARIA AGRÍCOLA - D","564acd17b9c37b31fc9faf41f11e4d32","525","0-20","4,797","4-6","3","1","7,183","347,536","1,814","87,762","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ffa468c2a776e688962c2b99675f6f59","975","20-40","7,448","6-8","3","1","7,777","486,951","6,479","405,673","20"
"15121100","ENGENHARIA AGRÍCOLA - D","72be9d162b32dffc6ff2de31dfb58765","795","20-40","5,832","4-6","3","1","7,223","356,872","4,0","197,664","20"
"15121100","ENGENHARIA AGRÍCOLA - D","57c90cbacd9fc491df65574b42982084","705","0-20","6,147","6-8","3","1","7,036","313,111","3,584","159,498","20"
"15121100","ENGENHARIA AGRÍCOLA - D","b44046f6ffd00472e2e13a5b6ae9ca9f","315","0-20","2,968","2-4","3","1","7,014","307,975","0,701","30,798","20"
"15121100","ENGENHARIA AGRÍCOLA - D","5016d9a19ab49421cd4558df93e7ba00","810","20-40","5,96","4-6","3","1","7,015","308,099","3,761","165,181","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3492dbd44060ebb397a4d21b818fc62c","660","0-20","5,598","4-6","3","1","7,952","528,102","3,174","210,762","20"
"15121100","ENGENHARIA AGRÍCOLA - D","863433cf4c86dcf3e0b69d719d1b7bfc","675","0-20","3,737","2-4","3","1","8,52","661,337","0,211","16,36","20"
"15121100","ENGENHARIA AGRÍCOLA - D","108384ab283b0db763a57795ea1c58df","420","0-20","5,569","4-6","3","1","7,082","323,9","2,905","132,882","20"
"15121100","ENGENHARIA AGRÍCOLA - D","a469b8646a29f217176352bfa5bec990","945","20-40","7,198","6-8","3","1","7,487","418,967","4,412","246,898","20"
"15121100","ENGENHARIA AGRÍCOLA - D","5a4ff1eb5865ee010c4333c6e5c637df","585","0-20","5,585","4-6","3","1","7,692","467,094","2,894","175,745","20"
"15121100","ENGENHARIA AGRÍCOLA - D","8a51255db51692f860b8c6f27fcd6dc5","765","20-40","5,633","4-6","3","1","6,959","294,959","3,283","139,173","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6638cedda98907dcc879b0784de6d4a0","885","20-40","7,364","6-8","3","1","7,997","538,508","5,653","380,657","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ce54acfff50083b9f69876edc83ed12b","2340","60-80","5,967","4-6","3","1","7,21","353,987","2,38","116,838","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3db42d6d3d15414efd0fede60474a552","885","20-40","6,604","6-8","3","1","7,249","363,094","4,836","242,202","20"
"15121100","ENGENHARIA AGRÍCOLA - D","5490301a5865c16007d5fa6a6ff2fe85","90","0-20","0,794","0-2","3","1","7,667","461,076","0,056","3,371","20"
"15121100","ENGENHARIA AGRÍCOLA - D","a927b4d1170d3358b2be7e7168378dab","540","0-20","6,148","6-8","3","1","7,397","397,843","4,076","219,22","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3a3b136378ab9efa0e93e573de42844d","435","0-20","3,173","2-4","3","1","6,576","205,086","0,977","30,476","20"
"15121100","ENGENHARIA AGRÍCOLA - D","c85cbf47af621d57800ee4b35ed9f009","255","0-20","3,278","2-4","3","1","6,753","246,643","0,971","35,48","20"
"15121100","ENGENHARIA AGRÍCOLA - D","42f4b4a0d4d1ab7708aa0ce0f6d88762","645","0-20","5,571","4-6","3","1","6,637","219,483","2,65","87,641","20"
"15121100","ENGENHARIA AGRÍCOLA - D","52ace87b7785a0504e42cb1395272a9f","405","0-20","3,086","2-4","3","1","6,611","213,358","0,994","32,063","20"
"15121100","ENGENHARIA AGRÍCOLA - D","1550f05bc8f549d85bdad9c8b4b38232","1845","40-60","6,128","6-8","3","1","7,462","413,162","2,753","152,441","20"
"15121100","ENGENHARIA AGRÍCOLA - D","bb47a11d743e48acb6a7f387eaa80511","630","0-20","4,494","4-6","3","1","6,348","151,522","2,308","55,099","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ef08a10fb1d02e89ff7bd88b5fa06ce3","585","0-20","6,706","6-8","3","1","7,364","390,07","4,864","257,619","20"
"15121100","ENGENHARIA AGRÍCOLA - D","78a9095a4ddb16b2d3d5fca01ac4bc51","1020","20-40","5,642","4-6","3","1","6,607","212,315","2,638","84,775","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6167a20326b3287286f49af883088e20","2880","60-80","6,481","6-8","3","1","7,8","492,367","3,878","244,78","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6ed7db185b84b0859bbcc0bc5c528cbc","735","0-20","6,938","6-8","3","1","7,657","458,841","4,101","245,718","20"
"15121100","ENGENHARIA AGRÍCOLA - D","7ae451d8681daf5aa56bcaaf82e5f60e","930","20-40","6,505","6-8","3","1","7,087","325,063","5,009","229,737","20"
"15121100","ENGENHARIA AGRÍCOLA - D","87403656524e972fc99a947113d76d68","540","0-20","3,9","2-4","3","1","6,283","136,435","1,679","36,45","20"
"15121100","ENGENHARIA AGRÍCOLA - D","29830de982d43a89c9f48bb153129dc1","315","0-20","4,955","4-6","3","1","7,048","315,798","1,442","64,595","20"
"15121100","ENGENHARIA AGRÍCOLA - D","1e16e3ea8f3f540085e992e67ce081cc","120","0-20","1,764","0-2","3","1","6,5","187,283","0,096","2,764","20"
"Cód. Curso","Curso","88f5a805927631846130332ce85c6c16","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"15121100","ENGENHARIA AGRÍCOLA - D","817b77a5b021a228c27e5158158a396c","375","0-20","3,646","2-4","3","1","6,948","292,419","1,094","46,047","20"
"15121100","ENGENHARIA AGRÍCOLA - D","cde07d9e9130d95065fc7b9ae47b9382","435","0-20","3,744","2-4","3","1","6,852","269,825","1,244","49,006","20"
"15121100","ENGENHARIA AGRÍCOLA - D","43d2dda4980a498b406df2bbee3b0150","90","0-20","1,527","0-2","3","1","6,533","195,105","0,145","4,344","20"
"15121100","ENGENHARIA AGRÍCOLA - D","33e690662b15cca411863e06b3bc1988","435","0-20","5,737","4-6","3","1","7,503","422,772","3,141","176,979","20"
"15121100","ENGENHARIA AGRÍCOLA - D","9da43823cbb76b1bd6d45145e2e87aea","1140","20-40","7,611","6-8","1","0","8,03","546,257","8,849","601,997","20"
"15121100","ENGENHARIA AGRÍCOLA - D","a354d3085263e65ce4847b127606d904","795","20-40","7,377","6-8","1","0","7,952","528,128","6,816","452,681","20"
"15121100","ENGENHARIA AGRÍCOLA - D","0b252b2e62ca343c6e4056549514921e","315","0-20","6,295","6-8","1","0","6,295","139,229","5,396","119,339","20"
"15121100","ENGENHARIA AGRÍCOLA - D","9c60c21c18c0bc3f3dac3caaec542702","165","0-20","5,516","4-6","1","0","7,6","445,431","1,976","115,783","20"
"15121100","ENGENHARIA AGRÍCOLA - D","1e75547cf7a3a182dbb43c367735af54","150","0-20","4,236","4-6","1","0","7,32","379,72","1,358","70,449","20"
"15121100","ENGENHARIA AGRÍCOLA - D","2a051befe776ecfdc74dbcfcab827e9c","150","0-20","3,867","2-4","1","0","6,96","295,236","1,578","66,947","20"
"15121100","ENGENHARIA AGRÍCOLA - D","eec196155e7bb15d08431427c3f4927b","135","0-20","4,252","4-6","1","0","7,567","437,608","1,191","68,895","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ab027bef7cae7db0987682add676494b","210","0-20","5,8","4-6","1","0","7,029","311,328","2,556","113,21","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ceb08387a101f95bd8fd6b015ec27dfd","315","0-20","5,797","4-6","1","0","6,976","299,035","4,33","185,608","20"
"15121100","ENGENHARIA AGRÍCOLA - D","905ab3b3816c4f42a404280f84b7f176","255","0-20","6,28","6-8","1","0","8,035","547,586","3,791","258,371","20"
"15121100","ENGENHARIA AGRÍCOLA - D","bc321cac75ab17368cded5a635214d67","90","0-20","3,6","2-4","1","0","6,4","163,815","0,522","13,373","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ce11922f899c0d0f6a39e1f1fbc37f5c","315","0-20","5,328","4-6","1","0","6,286","136,994","4,526","98,636","20"
"15121100","ENGENHARIA AGRÍCOLA - D","f6b54b28863a471dcd34306763ac87a3","150","0-20","4,673","4-6","1","0","7,28","370,333","1,351","68,707","20"
"15121100","ENGENHARIA AGRÍCOLA - D","aeacb48c20202f183d4434e7a8056963","0","0-20","0,042","0-2","1","0","","","","","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3929fa63139185aad0efc47e881b8ea7","195","0-20","4,386","4-6","1","0","7,085","324,48","2,327","106,583","20"
"15121100","ENGENHARIA AGRÍCOLA - D","fda7663c9cad35f98dda6a2b5dbf0642","150","0-20","4,309","4-6","1","0","6,8","257,687","1,262","47,808","20"
"15121100","ENGENHARIA AGRÍCOLA - D","543fe204b2927867574a1555210e243e","0","0-20","0,0","0-2","1","0","","","","","20"
"15121100","ENGENHARIA AGRÍCOLA - D","d99226fe385c0e5890ebe2f5d1b21d0b","285","0-20","5,952","4-6","1","0","7,205","352,794","4,616","226,014","20"
"15121100","ENGENHARIA AGRÍCOLA - D","c6133490fbe07261c8d97e79e4838be7","270","0-20","6,467","6-8","1","0","6,467","179,46","4,751","131,848","20"
"15121100","ENGENHARIA AGRÍCOLA - D","a397de5ca547316a8ebbbc7dca3d6c07","270","0-20","6,489","6-8","1","0","6,489","184,675","4,767","135,68","20"
"15121100","ENGENHARIA AGRÍCOLA - D","0c338bd1b264be0b87c1f40b318523fb","120","0-20","2,059","2-4","1","0","6,05","81,676","0,585","7,902","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3cd647faa051c63c84ccd925e6f1bfe4","45","0-20","1,286","0-2","1","0","7,5","421,963","0,095","5,345","20"
"15121100","ENGENHARIA AGRÍCOLA - D","36f37fd071d59f033655049062abf214","150","0-20","2,909","2-4","1","0","6,28","135,653","1,165","25,168","20"
"15121100","ENGENHARIA AGRÍCOLA - D","d867a175dd4a8892c4c0e7829e7aafee","300","0-20","7,52","6-8","1","0","7,52","426,656","6,139","348,291","20"
"15121100","ENGENHARIA AGRÍCOLA - D","14034b778688d2cc014287a1797c5e13","255","0-20","6,28","6-8","1","0","7,682","464,758","3,625","219,29","20"
"15121100","ENGENHARIA AGRÍCOLA - D","a68363764b4cc813e70a9ea765f0d671","150","0-20","3,473","2-4","1","0","6,6","210,751","1,224","39,1","20"
"15121100","ENGENHARIA AGRÍCOLA - D","71e2b0b7bca2b88f440604f980d75769","0","0-20","0,032","0-2","1","0","","","","","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ba55d7e24b6ba9fd4cabe0d60bbd608d","0","0-20","0,0","0-2","1","0","","","","","20"
"15121100","ENGENHARIA AGRÍCOLA - D","e74450cee1b3c95be4d0e48940626cd5","330","0-20","7,0","6-8","1","0","7,0","304,623","6,286","273,539","20"
"15121100","ENGENHARIA AGRÍCOLA - D","78a830f45d49a75230471eda2a746b5f","120","0-20","3,64","2-4","1","0","6,1","93,41","0,797","12,201","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6be9eb34a9e514d782ef8c555cf0638d","375","0-20","7,968","6-8","1","0","7,968","531,793","8,131","542,646","20"
"15121100","ENGENHARIA AGRÍCOLA - D","8339e200831e0841c29029d07b94b782","1545","40-60","7,226","6-8","1","0","7,357","388,291","6,906","364,518","20"
"Cód. Curso","Curso","88f5a805927631846130332ce85c6c16","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"15121100","ENGENHARIA AGRÍCOLA - D","cbf4ff06a2380044f690788cea76e11b","2145","40-60","7,39","6-8","1","0","8,044","549,733","5,91","403,886","20"
"15121100","ENGENHARIA AGRÍCOLA - D","9af54f054bddca95b0423bbe173c53ee","2880","60-80","7,118","6-8","1","0","7,464","413,514","6,566","363,753","20"
"15121100","ENGENHARIA AGRÍCOLA - D","54c9362be78b66cc2b04a5ae5afd90fa","210","0-20","5,236","4-6","1","0","7,343","385,085","2,67","140,031","20"
"15121100","ENGENHARIA AGRÍCOLA - D","687aa28747d965a6cab401e025ac0ed4","150","0-20","4,327","4-6","1","0","7,04","314,01","1,306","58,258","20"
"15121100","ENGENHARIA AGRÍCOLA - D","404e9aaaa839918397877c21ff45d50d","90","0-20","3,527","2-4","1","0","7,733","476,722","0,517","31,84","20"
"15121100","ENGENHARIA AGRÍCOLA - D","f799f6bea4f7d390e034b36025904bef","375","0-20","6,714","6-8","1","0","7,356","388,169","6,471","341,458","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3f98d085ce0703eec808d593e68d418d","135","0-20","4,238","4-6","1","0","6,867","273,332","1,081","43,032","20"
"15121100","ENGENHARIA AGRÍCOLA - D","231a9348e3f87211eb513accf30542ce","135","0-20","4,14","4-6","1","0","6,7","234,219","0,886","30,974","20"
"15121100","ENGENHARIA AGRÍCOLA - D","3f4936329dc76f976ddd8eca968b2198","0","0-20","0,2","0-2","1","0","","","","","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ca03776643bfc2910f26e8bb51608c69","135","0-20","3,183","2-4","1","0","7,056","317,661","0,804","36,215","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ae7a4afe67e1ea59803be823cb34464f","330","0-20","7,364","6-8","1","0","7,364","389,961","6,612","350,169","20"
"15121100","ENGENHARIA AGRÍCOLA - D","4cedc8c763c0bceb7b28e7932465a792","195","0-20","5,284","4-6","1","0","7,731","476,12","2,133","131,37","20"
"15121100","ENGENHARIA AGRÍCOLA - D","22ced2f9a55f43380bb350d6f55750a0","0","0-20","0,522","0-2","1","0","","","","","20"
"15121100","ENGENHARIA AGRÍCOLA - D","21160f4d573b1b2decf9690b21c45c19","180","0-20","4,76","4-6","1","0","6,633","218,573","1,949","64,234","20"
"15121100","ENGENHARIA AGRÍCOLA - D","9137f1757a7c5770ce51c447e796c572","195","0-20","5,088","4-6","1","0","7,569","438,21","2,088","120,91","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ce98802b4119f00079a988aacb2b0c66","255","0-20","4,952","4-6","1","0","7,035","312,906","2,862","127,276","20"
"15121100","ENGENHARIA AGRÍCOLA - D","1795898d02d42c81cae0f1c91dfb166d","120","0-20","3,38","2-4","1","0","5,9","46,474","0,771","6,07","20"
