"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"15121100","ENGENHARIA AGRÍCOLA - D","a130a76184166339dd7a752db021e3cf","3510","80-100","4,176","4-6","18","9","6,452","176,036","1,167","31,832","20"
"15121100","ENGENHARIA AGRÍCOLA - D","c694d7527d7e5a5238e7dd91cfe94225","3090","60-80","5,854","4-6","17","8","7,207","353,297","1,035","50,731","20"
"15121100","ENGENHARIA AGRÍCOLA - D","2fa2d80b3b6b67bb054f3561d21c60b6","420","0-20","1,184","0-2","17","8","7,157","341,501","0,084","4,003","20"
"15121100","ENGENHARIA AGRÍCOLA - D","5143821621a9f37f3cefe1b9d855eb62","3690","80-100","4,979","4-6","16","8","7,555","434,881","0,737","42,445","20"
"15121100","ENGENHARIA AGRÍCOLA - D","0ff838491ec381c765e7c346d2a787f5","3450","80-100","5,409","4-6","16","8","7,398","397,976","2,634","141,679","20"
"15121100","ENGENHARIA AGRÍCOLA - D","42c09e357c8671e1165afaf3dfe6016e","3870","80-100","5,08","4-6","16","8","6,249","128,466","0,971","19,965","20"
"15121100","ENGENHARIA AGRÍCOLA - D","40d16fe89b5107d4f0f4a3904183be44","1845","40-60","3,399","2-4","16","8","6,319","144,735","0,816","18,682","20"
"15121100","ENGENHARIA AGRÍCOLA - D","0a83fbd6ab2a2d0b500aba25ef634a89","1905","40-60","3,322","2-4","16","8","6,544","197,557","0,831","25,088","20"
"15121100","ENGENHARIA AGRÍCOLA - D","98444cdfab6536626fd0e64664710a07","1275","20-40","2,601","2-4","15","7","6,66","224,92","0,264","8,917","20"
"15121100","ENGENHARIA AGRÍCOLA - D","7287a3d2a2524961a6033f51402a5587","1818","40-60","5,605","4-6","14","7","7,761","483,224","0,976","60,78","20"
"15121100","ENGENHARIA AGRÍCOLA - D","66b2d6436f3c35427e4e3e51abbc92da","975","20-40","3,919","2-4","14","7","7,443","408,604","0,908","49,868","20"
"15121100","ENGENHARIA AGRÍCOLA - D","d264018b54f430b1e09191ae992feafb","1341","20-40","4,164","4-6","14","7","6,256","129,916","0,47","9,762","20"
"15121100","ENGENHARIA AGRÍCOLA - D","e106f945a7971b7113f1380018fa5f8f","1200","20-40","2,716","2-4","14","7","6,765","249,414","0,431","15,883","20"
"15121100","ENGENHARIA AGRÍCOLA - D","010d612a6ec622ef2336802609e70d95","2472","60-80","7,78","6-8","12","6","7,884","512,074","3,381","219,623","20"
"15121100","ENGENHARIA AGRÍCOLA - D","c4d3a09e35277c381fc65b05dcf3c677","3825","80-100","7,096","6-8","12","6","7,619","449,843","4,316","254,819","20"
"15121100","ENGENHARIA AGRÍCOLA - D","af701455b4d57b272d302a9d3b03edd9","720","0-20","2,267","2-4","12","6","6,762","248,886","0,271","9,99","20"
"15121100","ENGENHARIA AGRÍCOLA - D","57c48905c70b0ad28c4ecb64cf7091b7","2460","60-80","5,568","4-6","12","6","6,948","292,449","2,585","108,824","20"
"15121100","ENGENHARIA AGRÍCOLA - D","37d5fd5bae2f2c2008b98d4e0ce1c9b4","2415","60-80","5,618","4-6","12","6","6,923","286,523","2,278","94,271","20"
"15121100","ENGENHARIA AGRÍCOLA - D","fe1b792d8016a25925c3f25728054b96","2415","60-80","6,348","6-8","12","6","7,402","398,943","2,734","147,346","20"
"15121100","ENGENHARIA AGRÍCOLA - D","463ddd1bfa556a421e01bcf9bc506a57","1695","40-60","4,952","4-6","12","6","7,599","445,199","1,244","72,864","20"
"15121100","ENGENHARIA AGRÍCOLA - D","08104f338e38b2a640c91b8fdb3f00b3","990","20-40","2,642","2-4","12","6","6,091","91,277","0,513","7,691","20"
"15121100","ENGENHARIA AGRÍCOLA - D","f2b911a571a435fa31a8a11b78383ef7","1710","40-60","4,896","4-6","10","5","7,018","308,946","1,825","80,333","20"
"15121100","ENGENHARIA AGRÍCOLA - D","587a455157bea5476b273c47800ccdeb","1665","40-60","4,639","4-6","10","5","6,952","293,417","1,697","71,631","20"
"15121100","ENGENHARIA AGRÍCOLA - D","638f6da4799fe19520aead2466d3ef8f","330","0-20","1,507","0-2","10","5","6,718","238,486","0,102","3,635","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ca2c5601882ce55a9c5b2bd858c8af03","150","0-20","1,121","0-2","10","5","7,4","398,495","0,066","3,567","20"
"15121100","ENGENHARIA AGRÍCOLA - D","70c2a44660ad7c761d2ad6254c8173e5","1605","40-60","4,84","4-6","10","5","7,128","334,671","1,617","75,919","20"
"15121100","ENGENHARIA AGRÍCOLA - D","77cabc1bc7587759016a43779ad65179","3825","80-100","7,388","6-8","10","5","7,745","479,436","5,46","337,985","20"
"15121100","ENGENHARIA AGRÍCOLA - D","b925f7ad068585cbd37e388cfd2a65b9","240","0-20","1,984","0-2","10","5","7,1","328,091","0,07","3,227","20"
"15121100","ENGENHARIA AGRÍCOLA - D","f6a9c25d1850e97678f2b41e7adfccb6","960","20-40","3,399","2-4","10","5","6,612","213,684","0,547","17,685","20"
"15121100","ENGENHARIA AGRÍCOLA - D","99c421c7ad96b43e819d9e4af356836f","1905","40-60","6,404","6-8","9","4","7,551","433,877","1,938","111,342","20"
"15121100","ENGENHARIA AGRÍCOLA - D","f6c258e44c1f636c83cbec5090d10130","960","20-40","4,731","4-6","8","4","7,092","326,257","1,131","52,047","20"
"15121100","ENGENHARIA AGRÍCOLA - D","1b7746f2b809fc3bbcdfa85ccd6a9685","705","0-20","4,445","4-6","8","4","7,202","352,058","1,041","50,87","20"
