"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","c48aecc24ac54e83828caf3a475beda5","2805","80-100","5,187","4-6","17","8","7,234","323,104","1,817","81,168","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","85b4d7aeec048801d8042f0a06eed164","2715","80-100","6,363","6-8","11","5","7,969","523,125","3,956","259,668","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","316cf2121e3f93c0c1c84959c9e714d7","2880","80-100","5,644","4-6","11","5","7,517","399,985","3,732","198,586","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","7b7e3463a5cb10e7aae94c7a571c0528","2955","80-100","6,557","6-8","11","5","7,827","484,431","4,418","273,458","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","0f4bc51e41e64ca23e2b8ee57425e35e","3015","80-100","8,169","8-10","9","4","8,484","663,177","7,254","567,048","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","09f5ea272492164150fd7fe222ba04f8","3045","80-100","8,492","8-10","9","4","8,617","699,559","7,661","621,966","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","6994f8d30634b216bac4167baab9ab9c","2910","80-100","6,584","6-8","9","4","7,552","409,619","5,398","292,81","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","04c27c950a2fdc4cc8c8fc2986af9d1a","3075","80-100","7,592","6-8","9","4","7,919","509,506","6,816","438,545","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","aca387b0a5ec8a9f3998204670f933a4","3000","80-100","7,157","6-8","9","4","7,757","465,403","5,944","356,631","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","6bd151c0de2f9c7fc2ffe8ee98a88263","2970","80-100","7,27","6-8","9","4","8,015","535,671","5,918","395,489","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","af5148ea1de507e8beb8d4ce4bdbc926","3015","80-100","8,071","8-10","9","4","8,192","583,685","7,21","513,757","28"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","7cd03e53ebffed6c1db0f197bee43313","2985","80-100","6,988","6-8","16","8","8,016","549,071","3,602","246,738","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","b11af6c691a3fdab306589007a97c3df","3045","80-100","6,899","6-8","14","7","7,777","488,765","3,897","244,882","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","6f0ee3a154c8655dbf0cc0d690186898","2850","80-100","6,551","6-8","12","6","7,668","461,061","3,977","239,142","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","ff3bb543ebb0777671858a3747f6ac8d","3015","80-100","7,407","6-8","12","6","7,892","517,8","4,766","312,7","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","73585e4e044a30d1c397f6d42d89d889","2535","80-100","6,311","6-8","12","6","7,361","383,362","3,369","175,468","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","81de86d834e60ec37a644a24d1dd2a78","3015","80-100","5,492","4-6","12","6","7,352","381,133","2,07","107,331","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","c506909f6dd70d3adc0137e36b03487e","2430","80-100","6,826","6-8","10","5","7,67","461,688","4,108","247,276","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","06cea10eccb7700ce9ae0ab738779933","2760","80-100","6,813","6-8","10","5","7,557","432,869","4,782","273,929","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","73154cd95fa7159356c775b9428a9525","3045","80-100","7,537","6-8","10","5","7,879","514,577","6,041","394,516","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","a2ed362f7e015532653832a18970d4e2","2760","80-100","6,552","6-8","10","5","7,461","408,656","4,635","253,861","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","e81691a9491ba0f83d6ea4bbeec2e45c","2820","80-100","7,326","6-8","10","5","7,812","497,463","5,494","349,897","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","db72333740a1a619004f655fdeafa3d1","2205","60-80","8,034","8-10","8","4","8,336","630,195","5,737","433,69","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","c5be36b0a959c8566a6d48f2b18a48cd","2100","60-80","6,366","6-8","8","4","7,397","392,524","4,215","223,648","23"
"21103112","CIÊNCIAS - MATEMÁTICA (LIC) - M","da27a991975901b750a4cae548784294","2910","80-100","6,748","6-8","11","5","7,688","439,153","4,503","257,241","29"
"21103112","CIÊNCIAS - MATEMÁTICA (LIC) - M","34d697a04b3100a64872688f538ff642","3075","80-100","7,204","6-8","11","5","7,948","489,448","5,112","314,8","29"
"21103112","CIÊNCIAS - MATEMÁTICA (LIC) - M","2dabfa88db51c8b2dc7715448050f380","3015","80-100","7,323","6-8","9","4","7,949","489,537","6,494","399,951","29"
"21103112","CIÊNCIAS - MATEMÁTICA (LIC) - M","228bcc5514b7e9511e047fed741604d2","1200","40-60","4,391","4-6","9","4","7,794","459,629","1,5","88,433","29"
"21103112","CIÊNCIAS - MATEMÁTICA (LIC) - M","5e69e724c4c7878bbe11daa5b0b79444","2055","60-80","5,025","4-6","9","4","7,548","412,246","2,878","157,176","29"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","562df8c10eacd45c4d2de4ecbd13f695","2955","80-100","6,895","6-8","14","7","7,503","357,092","3,709","176,524","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","df1dc60cab44c793c36a5c859ca3c6e1","2970","80-100","6,588","6-8","12","6","7,701","410,555","4,201","223,939","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","209359b52c2142d9bb377e9fda334c67","2985","80-100","6,379","6-8","12","6","7,844","449,231","4,134","236,755","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","0045aaf0ec37ca116ab986bbe79ea6b3","2250","60-80","6,792","6-8","10","5","8,051","504,984","3,914","245,496","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","7b9b3387b9c1efd54e8d124ad7fc5ff9","2970","80-100","7,968","6-8","10","5","8,191","542,995","6,035","400,048","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","43a8c977a56cff65b1979cd17ce486f7","3000","80-100","7,408","6-8","10","5","7,803","438,099","5,655","317,506","44"
"Cód. Curso","Curso","049a1fb518a38475c5fbcbc4855a02f9","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","908ec6fddadc55cf3e008366726fb965","3000","80-100","7,95","6-8","10","5","8,042","502,509","6,278","392,336","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","3c18bfb79f046a1892858e0602944ee7","2265","60-80","7,671","6-8","8","4","7,828","444,979","5,779","328,476","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","1fa8967b29083ec14eaf397c74e8c9fd","2415","80-100","7,945","6-8","8","4","8,12","523,843","6,29","405,79","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","8028c68d1c937c8208265150e666690a","2460","80-100","8,175","8-10","8","4","8,574","646,258","6,771","510,387","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","19780979b4fa08001a6637a3c5a3af23","1965","60-80","6,605","6-8","8","4","7,319","307,411","4,119","173,012","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","d80e96b16ead4b3eb1b3d89d09ba6b61","2400","80-100","8,573","8-10","8","4","8,573","646,081","6,928","522,086","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","c57eb17d999370375ba3b6967f999fdd","2415","80-100","7,629","6-8","8","4","7,838","447,521","6,181","352,932","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","5c619d201c529730f2a3ba7de984428c","2580","80-100","8,266","8-10","8","4","8,331","580,799","7,113","495,883","44"
"21103212","CIÊNCIAS - MATEMÁTICA (LIC) - N","1451d292970878f673fb76ce743302e1","2460","80-100","7,69","6-8","8","4","7,974","484,22","6,297","382,417","44"
"21103115","CIÊNCIAS - QUÍMICA (LIC) - M","3dec69ab3ab1632ec8e5c13e47023b7d","3105","80-100","5,926","4-6","13","6","7,26","420,746","3,485","201,997","19"
"21103115","CIÊNCIAS - QUÍMICA (LIC) - M","27c354bda7c49cdd8009ff90e8bb1690","2685","80-100","5,254","4-6","13","6","7,754","533,091","2,725","187,306","19"
"21103115","CIÊNCIAS - QUÍMICA (LIC) - M","4bb1e4eac7198df8b666767e5bd6ddde","2010","60-80","5,204","4-6","11","5","7,448","463,443","2,858","177,85","19"
"21103115","CIÊNCIAS - QUÍMICA (LIC) - M","39a73445f38e23daba1fee363f9d1e3d","2910","80-100","6,919","6-8","9","4","7,485","471,802","5,567","350,953","19"
"21103115","CIÊNCIAS - QUÍMICA (LIC) - M","a0157a20c28f2c5ac0db21e7c626cf78","2055","60-80","5,51","4-6","9","4","6,834","324,013","3,0","142,221","19"
"21103115","CIÊNCIAS - QUÍMICA (LIC) - M","05cb63c6366bc7828b2070c638af4690","2985","80-100","7,243","6-8","9","4","7,721","525,457","6,208","422,489","19"
"21103215","CIÊNCIAS - QUÍMICA (LIC) - N","102c82ff73b8f15cd4bee2c606b69a93","3000","80-100","7,449","6-8","12","6","7,954","631,749","4,98","395,591","12"
"21103215","CIÊNCIAS - QUÍMICA (LIC) - N","4dd77540f137f84c27ade242fe03bf57","2580","80-100","5,959","4-6","10","5","7,334","462,657","3,434","216,63","12"
