"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"13301100","ADMINISTRAÇÃO - D","6154ba5b12d370595bfd283cfa1ea697","3405","80-100","5,126","4-6","24","12","7,076","306,448","2,596","112,434","199"
"13301100","ADMINISTRAÇÃO - D","d498964d94e890c3da7655198fff5ca3","2865","80-100","4,383","4-6","17","8","6,995","291,725","1,039","43,343","199"
"13301100","ADMINISTRAÇÃO - D","030c280a139a0fddd0cb0a7308f68f30","2865","80-100","5,194","4-6","16","8","7,482","380,356","2,107","107,104","199"
"13301100","ADMINISTRAÇÃO - D","609e9779619a3bed463cd53eec5b4fd7","2925","80-100","4,986","4-6","16","8","7,303","347,69","2,012","95,808","199"
"13301100","ADMINISTRAÇÃO - D","9d4b285446941f5f7abadbca7ef9dbbe","2925","80-100","5,135","4-6","16","8","6,882","271,128","2,201","86,71","199"
"13301100","ADMINISTRAÇÃO - D","380642a2acd80f21bb9bd86ae7d8876c","2235","60-80","6,531","6-8","14","7","7,826","442,92","2,11","119,408","199"
"13301100","ADMINISTRAÇÃO - D","3eba04a0ae3974cbbff1ba1413122a13","2925","80-100","6,744","6-8","14","7","8,894","637,061","4,501","322,378","199"
"13301100","ADMINISTRAÇÃO - D","c1944448e1090ebe27ea94d53aa2f176","2745","80-100","6,452","6-8","13","6","8,022","478,592","3,875","231,145","199"
"13301100","ADMINISTRAÇÃO - D","eefefccdef0f21a672d53722b95d0fa3","3165","80-100","6,238","6-8","13","6","7,082","307,579","3,471","150,753","199"
"13301100","ADMINISTRAÇÃO - D","89c8d4c14f179d13c52165b1e11c7364","2895","80-100","5,757","4-6","13","6","7,33","352,689","3,027","145,642","199"
"13301100","ADMINISTRAÇÃO - D","ba841fb93af85000fd5ae62a34429270","3165","80-100","6,667","6-8","12","6","7,508","384,972","4,109","210,711","199"
"13301100","ADMINISTRAÇÃO - D","030199061e1db2aa90bc64ea3f4955df","2985","80-100","7,009","6-8","12","6","7,246","337,446","4,209","196,001","199"
"13301100","ADMINISTRAÇÃO - D","598d2fbb5616d1043be1fcb13e5cad9b","3165","80-100","6,185","6-8","12","6","7,595","400,83","3,885","205,031","199"
"13301100","ADMINISTRAÇÃO - D","d2dc60debe3d69dc1d9db15c3e564c15","2565","80-100","5,317","4-6","12","6","7,002","292,989","2,684","112,319","199"
"13301100","ADMINISTRAÇÃO - D","6530311cda0d018fc0d61f87e6f2ca3f","2325","60-80","5,295","4-6","12","6","6,929","279,764","2,201","88,855","199"
"13301100","ADMINISTRAÇÃO - D","bbdf910abaf4c49bdf529939168ae9dd","2865","80-100","6,43","6-8","12","6","7,449","374,263","3,357","168,676","199"
"13301100","ADMINISTRAÇÃO - D","4feb0002b1f4da42e5e0bc56bd546a7d","2865","80-100","6,439","6-8","12","6","7,392","363,981","4,168","205,237","199"
"13301100","ADMINISTRAÇÃO - D","0777a90028b9c8cce7e1733ec1a9b1c0","2985","80-100","4,945","4-6","12","6","7,172","323,922","2,867","129,488","199"
"13301100","ADMINISTRAÇÃO - D","94ff8db6aa1afbb1bdd89a631654067e","2085","60-80","4,815","4-6","12","6","6,891","272,784","1,76","69,675","199"
"13301100","ADMINISTRAÇÃO - D","8f78d6ee80b0b5005732b4bfe9b8a963","3165","80-100","6,125","6-8","11","5","7,837","444,944","3,952","224,345","199"
"13301100","ADMINISTRAÇÃO - D","8252ab151df254f224ffc95d6afb40f6","1920","60-80","5,095","4-6","11","5","6,955","284,404","1,45","59,307","199"
"13301100","ADMINISTRAÇÃO - D","27ccee3e9610089b4c76e0136a4d5766","2625","80-100","5,907","4-6","11","5","6,993","291,319","3,013","125,514","199"
"13301100","ADMINISTRAÇÃO - D","89d36fb97fae02cc9dcaac18368a1dd4","2325","60-80","5,02","4-6","11","5","7,037","299,357","2,359","100,362","199"
"13301100","ADMINISTRAÇÃO - D","bc3bc22dbc5cb476e3edb4d7abbd7b2e","2745","80-100","6,007","6-8","11","5","7,298","346,827","3,585","170,358","199"
"13301100","ADMINISTRAÇÃO - D","b748687af210bd5694bace41869ac3a7","2625","80-100","6,486","6-8","11","5","7,135","317,193","3,178","141,275","199"
"13301100","ADMINISTRAÇÃO - D","e11125c9f80d1406f3a2811e655f10e7","2625","80-100","7,006","6-8","10","5","7,569","396,167","4,507","235,9","199"
"13301100","ADMINISTRAÇÃO - D","1f68b7e69f9eb781d48483060e8fc766","3165","80-100","6,841","6-8","10","5","7,328","352,395","5,22","250,989","199"
"13301100","ADMINISTRAÇÃO - D","cdfc7f03844278eed4476c0f1f3374f5","2865","80-100","6,246","6-8","10","5","7,815","440,814","4,376","246,85","199"
"13301100","ADMINISTRAÇÃO - D","07e0ebb5cb213c0f68d008aed68afdec","2865","80-100","6,097","6-8","10","5","7,502","383,974","4,906","251,111","199"
"13301100","ADMINISTRAÇÃO - D","acb7289a3c469d71f7a41a18c80898a7","3165","80-100","6,487","6-8","10","5","6,982","289,481","4,482","185,796","199"
"13301100","ADMINISTRAÇÃO - D","38c17eaaead4e0c9faa2ae715e8d020a","3165","80-100","6,554","6-8","10","5","7,172","323,954","4,823","217,863","199"
"13301100","ADMINISTRAÇÃO - D","d3cf9d80769c9354bcc5fb12854ba03d","1305","40-60","5,887","4-6","10","5","7,69","418,082","1,78","96,758","199"
